true	pred	chrom	distance	enhancer_name	promoter_name
1	0.995929105392364	chr3	107316.5	NHEK|chr3:43220474-43220953	NHEK|chr3:43328029-43328030
1	0.9996052041928085	chr7	264703.0	NHEK|chr7:115899834-115900438	NHEK|chr7:116164838-116164839
1	0.9994876616275735	chr7	184864.5	NHEK|chr7:98738530-98738807	NHEK|chr7:98923532-98923533
1	0.995929105392364	chr3	107318.5	NHEK|chr3:43220474-43220953	NHEK|chr3:43328031-43328032
1	0.9996069178903286	chr7	264919.0	NHEK|chr7:115899834-115900438	NHEK|chr7:116165054-116165055
1	0.9996069178903286	chr7	264927.0	NHEK|chr7:115899834-115900438	NHEK|chr7:116165062-116165063
1	0.9998377610009878	chr7	265658.0	NHEK|chr7:115899834-115900438	NHEK|chr7:116165793-116165794
1	0.999150116091496	chr7	188377.0	NHEK|chr7:98734809-98735503	NHEK|chr7:98923532-98923533
1	0.99446400451158	chr3	105131.0	NHEK|chr3:43222489-43223313	NHEK|chr3:43328031-43328032
1	0.99446400451158	chr3	105129.0	NHEK|chr3:43222489-43223313	NHEK|chr3:43328029-43328030
1	0.9998765836319449	chr7	254004.0	NHEK|chr7:115911852-115912834	NHEK|chr7:116166346-116166347
1	0.9998765836319449	chr7	253988.0	NHEK|chr7:115911852-115912834	NHEK|chr7:116166330-116166331
1	0.9998241464202977	chr7	253693.0	NHEK|chr7:115911852-115912834	NHEK|chr7:116166035-116166036
1	0.9997674934833112	chr7	253451.0	NHEK|chr7:115911852-115912834	NHEK|chr7:116165793-116165794
1	0.9994605212639932	chr7	252720.0	NHEK|chr7:115911852-115912834	NHEK|chr7:116165062-116165063
1	0.9994605212639932	chr7	252712.0	NHEK|chr7:115911852-115912834	NHEK|chr7:116165054-116165055
1	0.9994734916867469	chr7	252496.0	NHEK|chr7:115911852-115912834	NHEK|chr7:116164838-116164839
1	0.9992957418921437	chr7	230292.0	NHEK|chr7:54856280-54856724	NHEK|chr7:55086793-55086794
1	0.996373751893874	chr3	106357.5	NHEK|chr3:43221473-43221876	NHEK|chr3:43328031-43328032
1	0.996373751893874	chr3	106355.5	NHEK|chr3:43221473-43221876	NHEK|chr3:43328029-43328030
1	0.9988339232676408	chr7	220362.5	NHEK|chr7:54866331-54866532	NHEK|chr7:55086793-55086794
1	0.9999140512020069	chr7	266211.0	NHEK|chr7:115899834-115900438	NHEK|chr7:116166346-116166347
1	0.9999140512020069	chr7	266195.0	NHEK|chr7:115899834-115900438	NHEK|chr7:116166330-116166331
1	0.9991480931030163	chr7	216053.0	NHEK|chr7:54870467-54871015	NHEK|chr7:55086793-55086794
1	0.9998789821340544	chr7	265900.0	NHEK|chr7:115899834-115900438	NHEK|chr7:116166035-116166036
1	0.9995005087085012	chr19	159382.0	NHEK|chr19:17345671-17345939	NHEK|chr19:17186422-17186423
1	0.9976411641825956	chr3	156259.0	NHEK|chr3:99751172-99751438	NHEK|chr3:99595045-99595046
1	0.9979237987333126	chr19	144731.5	NHEK|chr19:17330979-17331330	NHEK|chr19:17186422-17186423
1	0.9988356939503465	chr7	620797.0	NHEK|chr7:42897170-42897648	NHEK|chr7:42276611-42276612
1	0.9936495804471926	chr3	107667.5	NHEK|chr3:43220264-43220465	NHEK|chr3:43328031-43328032
